,S.No,date,startup name,Industry Vertical,SubVertical,City  Location,InvestmentnType,Rupees in crore,Investor Name,investor_cleaned,year,month
201,201,2018-11-20,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,Series B (Extension),56.52,sistema asia fund,vertex ventures southeast asia sea  india  sistema asia fund,2018,November
202,202,2018-11-20,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,Series B (Extension),56.52,vc samsung next,samsung  chinabased citic capital  others,2018,November
203,203,2018-11-20,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,Series B (Extension),56.52,chiratae ventures,chiratae ventures formerly idg ventures,2018,November
204,204,2018-11-20,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,Series B (Extension),56.52,inventus capital,xc2xa0 inventus capital,2018,November
205,205,2018-11-20,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,Series B (Extension),56.52,blume ventures  innoven capital,blume ventures,2018,November
206,206,2018-11-21,Genius Corner,Education,Personalized Learning,Noida,Seed Funding,2.61876,individual investors,other individual investors,2018,November
207,207,2018-11-22,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Equity Based Funding,292.02,teachers insurance  annuity association tiaa,ontario teachers,2018,November
208,208,2018-11-22,Skillbox,Social Network,Art,Gurugram,Seed Funding,0.0,individual investors,other individual investors,2018,November
209,209,2018-11-23,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai/Bengaluru,Series A,32.028,stellaris venture partners  kalaari capital,stellaris venture partners,2018,November
210,210,2018-11-23,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai/Bengaluru,Series A,32.028,rajan anan from google,rajan anan,2018,November
211,211,2018-11-23,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai/Bengaluru,Series A,32.028,dilip khwelwal from sap labs india,india quotient,2018,November
212,212,2018-11-23,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai/Bengaluru,Series A,32.028,amrish rau from payu india,payu,2018,November
213,213,2018-11-24,Engineer.ai,Software,AI Platform,India/US,Series A,277.89,lakestar  jungle ventures,jungle ventures,2018,November
214,214,2018-11-24,Engineer.ai,Software,AI Platform,India/US,Series A,277.89,softbank,softbank,2018,November
215,215,2018-11-25,InCred Finance,Finance,SME Lending,India,Private Equity,395.64,paragon partners,stellaris venture partners,2018,November
216,216,2018-11-25,InCred Finance,Finance,SME Lending,India,Private Equity,395.64,individual investors,other individual investors,2018,November
217,217,2018-11-25,Roposo,Social Media,Video Sharing,Delhi,Series B,16.014,bertelsmann india investments,bertelsmann india,2018,November
218,218,2018-10-01,Northmist,Fashion,Mens Wear,Delhi,Seed/ Angel Funding,0.0,prashant jaiswal,prashant jaiswal,2018,October
219,219,2018-10-02,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,Seed/ Angel Funding,103.62,cooperative oikocredit,oikocredit,2018,October
220,220,2018-10-02,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,Hyderabad,Seed/ Angel Funding,103.62,indian angel network,india quotient  letsventures angel fund,2018,October
221,221,2018-10-04,Grover Zampa,Food,Wine,Mumbai,Private Equity,77.244,ravi viswanathan,ravi iyer,2018,October
222,222,2018-10-05,Droom,Automobile,New and Used Cars Platform,Gurgaon,Series E,28.26,zigexn,zigexn,2018,October
223,223,2018-10-11,Innov8,Real Estate,Co-Working,New Delhi,Pre-Series A,37.68,credence family office,chief operating office at idfc bank,2018,October
224,224,2018-10-12,Blackbuck,Logistics Tech,Largest Trucking Platform,Bengaluru,Private Funding,138.2856,sequoia capital,quona capital,2018,October
225,225,2018-10-12,LetsTransport,Logistics Tech,Book Trucks Online,Bengaluru,Series C,113.04,fosun international,ss capital  international finance corporation,2018,October
226,226,2018-09-01,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,Private Equity,329.7,sistema asia fund,vertex ventures southeast asia sea  india  sistema asia fund,2018,September
227,227,2018-09-01,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,Private Equity,329.7,sistema jsfc  tanncam investment,tanncam investment,2018,September
228,228,2018-09-03,Udaan,B2B Platform,Logistics and Shipping,Bengaluru,Private Equity,2119.5,dst global  lightspeed venture partners global fund,dst global,2018,September
229,229,2018-09-03,Daily hunt,Consumer Internet,News and ebooks Mobile App\\xc2\\xa0,Bengaluru,Private Equity,60.1938,falcon edge,co,2018,September
230,230,2018-09-04,3HCare,Healthcare,Healthcare Service Provider,Delhi,Seed / Angel Funding,9.42,undisclosed,undisclosed,2018,September
231,231,2018-09-04,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,Private Equity,0.0,korea investment partners kip,korea investment partners,2018,September
232,232,2018-09-04,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,Private Equity,0.0,samsung  chinabased citic capital  others,others,2018,September
233,233,2018-09-05,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Private Equity,1480.824,lighthouse,lighthouse funds,2018,September
234,234,2018-09-05,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,Private Equity,0.0,kddixc2xa0,xc2xa0,2018,September
235,235,2018-09-06,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,Private Equity,942.0,tencent,tencent holdings ltd,2018,September
236,236,2018-09-06,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,Private Equity,942.0,kalaari capital  private equity firm multiples alternate asset management,kalaari capital,2018,September
237,237,2018-09-10,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurugram,Private Equity,37.68,stellaris ventures,stellaris venture partners  kalaari capital,2018,September
238,238,2018-09-10,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurugram,Private Equity,37.68,others,other,2018,September
239,239,2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,Private Equity,301.44,clp holdings group,manipal education  medical group memg,2018,September
240,240,2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,Private Equity,301.44,innogy,innogy,2018,September
241,241,2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,Private Equity,301.44,xc3x98rstead,xc3x98rstead,2018,September
242,242,2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,Private Equity,301.44,tenaska,tenaska,2018,September
243,243,2018-09-11,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,Debt Funding,51.81,innoven capital,innoven capital india,2018,September
244,244,2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,Private Equity,47.1,shunwei capital,omidyar network  shunwei capital,2018,September
245,245,2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,Private Equity,47.1,quotient,india quotient,2018,September
246,246,2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,Private Equity,47.1,mayfield,mayfield fund,2018,September
247,247,2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,Private Equity,47.1,others,other,2018,September
248,248,2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,Private Equity,282.6,vertex ventures southeast asia sea  india  sistema asia fund,vertex ventures,2018,September
249,249,2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,Private Equity,282.6,fosun rz capital,trifecta capital advisors,2018,September
250,250,2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,Private Equity,282.6,ventureast,ventureeast,2018,September
251,251,2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,Private Equity,282.6,endiya partnersnn,endiya partners,2018,September
252,252,2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Seed/ Angel Funding,3.768,farm to fork,das capital  it farm,2018,August
253,253,2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Seed/ Angel Funding,3.768,indian angel network,india quotient  letsventures angel fund,2018,August
254,254,2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Seed/ Angel Funding,3.768,the syndicate fund,ping an global voyager fund,2018,August
255,255,2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Seed/ Angel Funding,3.768,sven hensen,sven hensen,2018,August
256,256,2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,Seed/ Angel Funding,3.768,indian angel network,india quotient  letsventures angel fund,2018,August
257,257,2018-08-01,HealthFin,Finance,Patient Financing Platform,Pune,Seed/ Angel Funding,0.0,axilor,axilor ventures,2018,August
258,258,2018-08-01,HealthFin,Finance,Patient Financing Platform,Pune,Seed/ Angel Funding,0.0,sprout venture partners  others,sprout venture partners,2018,August
259,259,2018-08-02,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Private Equity,65.94,sequoia capital,quona capital,2018,August
260,260,2018-08-03,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Private Equity,1.1304,y combinator,ycombinator,2018,August
261,261,2018-08-07,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,Seed/ Angel Funding,9.42,undisclosed,undisclosed,2018,August
262,262,2018-08-07,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Private Equity,329.7,fung strategic holdings,gic,2018,August
263,263,2018-08-07,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurugram,Private Equity,94.2,makemytrip limited,makemytrip,2018,August
264,264,2018-08-08,Hansel io,Consumer Internet,Real-time Mobile App Management,Bengaluru,Seed/ Angel Funding,37.68,vertex ventures,vertex ventures southeast asia sea  india  sistema asia fund,2018,August
265,265,2018-08-08,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,Private Equity,114.924,sequoia capital,quona capital,2018,August
266,266,2018-08-08,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,Private Equity,114.924,accel,accel,2018,August
267,267,2018-08-08,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Private Equity,621.72,flipkart,flipkart logistics pvt ltd,2018,August
268,268,2018-08-09,quizizz,Ed-Tech,e-learning Platform,Bengaluru,Seed/ Angel Funding,28.26,nexus venture partners,norwest venture partners,2018,August
269,269,2018-08-09,quizizz,Ed-Tech,e-learning Platform,Bengaluru,Seed/ Angel Funding,28.26,prime venture partners  others,prime venture partners,2018,August
270,270,2018-08-09,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,Seed/ Angel Funding,9.42,aj ventures  jain international trade organisation jito,chiratae ventures,2018,August
271,271,2018-08-13,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,Seed/ Angel Funding,37.68,ventureast,ventureeast,2018,August
272,272,2018-08-13,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,Seed/ Angel Funding,37.68,indian angel network,india quotient  letsventures angel fund,2018,August
273,273,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,Private Equity,75.36,nexus venture partners,norwest venture partners,2018,August
274,274,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,Private Equity,75.36,mgv,m,2018,August
275,275,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,Private Equity,75.36,liquid 2 ventures,breakthrough energy ventures,2018,August
276,276,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,Private Equity,75.36,hack vc,vc samsung next,2018,August
277,277,2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,Private Equity,75.36,emergent ventures  y combinator,y combinator,2018,August
278,278,2018-08-16,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahemadabad,Seed/ Angel Funding,1.08151962,undisclosed,undisclosed,2018,August
279,279,2018-08-17,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurugram,Private Equity,55.107,denlow investment trust  beenext,beenext,2018,August
280,280,2018-08-20,Finzy,Finance,Online Loan Matchmaking Platform,Bengaluru,Seed / Angel Funding,9.42,undisclosed,undisclosed,2018,August
281,281,2018-08-20,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Debt Funding,45.216,alteria capital,trifecta capital advisors,2018,August
282,282,2018-08-22,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,Bengaluru,Private Equity,56.52,cdc group plcxc2xa0,cdc group,2018,August
283,283,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,Private Equity,134.4234,hyundai,hyundai,2018,August
284,284,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,Private Equity,134.4234,edelweiss  beenext,beenext,2018,August
285,285,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,Private Equity,134.4234,dream incubator,inc,2018,August
286,286,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,Private Equity,134.4234,sunjay kapoor  telama investment,ruizheng investment,2018,August
287,287,2018-08-26,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,Private Equity,126.228,xiaomi,xiaomi singapore,2018,August
288,288,2018-08-26,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,Private Equity,126.228,payu,amrish rau from payu india,2018,August
289,289,2018-08-26,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,Private Equity,126.228,ribbit capital  omidyar network,omidyar network,2018,August
290,290,2018-08-26,Shubh Loans,Fin-Tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bengaluru,Private Equity,39.564,saama capital,saama capital  dsg consumer partners,2018,August
291,291,2018-08-26,Shubh Loans,Fin-Tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bengaluru,Private Equity,39.564,sri capital,br capital,2018,August
292,292,2018-08-26,Shubh Loans,Fin-Tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bengaluru,Private Equity,39.564,beenext,denlow investment trust  beenext,2018,August
293,293,2018-08-26,Shubh Loans,Fin-Tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bengaluru,Private Equity,39.564,pravega ventures,pravega ventures  beenext,2018,August
294,294,2018-08-27,MyUpchar,Healthcare,Local Language Health Content App,Delhi,Private Equity,47.1,nexus venture partners,norwest venture partners,2018,August
295,295,2018-08-27,MyUpchar,Healthcare,Local Language Health Content App,Delhi,Private Equity,47.1,omidyar network  shunwei capital,shunwei capital,2018,August
296,296,2018-08-28,Narvar,IT,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bengaluru,Private Equity,28.26,accel,accel,2018,August
297,297,2018-08-30,True North,Finance,Private Equity Firm,Mumbai,Private Equity,5652.0,undisclosed,undisclosed,2018,August
298,298,2018-07-01,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Seed/ Angel Funding,0.0,y combinator,ycombinator,2018,July
299,299,2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Seed/ Angel Funding,9.42,ajay relan  vinay mittal,ajay relan,2018,July
300,300,2018-07-04,Anchanto,IT,E-commerce Fulfilment Platform,Pune,Private Equity,37.68,mdi ventures,pi ventures,2018,July
301,301,2018-07-04,Anchanto,IT,E-commerce Fulfilment Platform,Pune,Private Equity,37.68,telkom indonesia,telkom indonesia,2018,July
302,302,2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Private Equity,58.875,shunwei capital,omidyar network  shunwei capital,2018,July
303,303,2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Private Equity,58.875,tuscan ventures,susa ventures,2018,July
304,304,2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Private Equity,58.875,ashish goenka,sunil goyal ashish gupta,2018,July
305,305,2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,Private Equity,58.875,vc firms india quotient  kae capital,india quotient,2018,July
306,306,2018-07-06,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Private Equity,260.934,info edge india ltd  temasek,info edge india ltd,2018,July
